LD,Velocity (km/s),a (degrees),$ (degrees),DI
1,1,15,15,0.42213
1,1,15,0,0.43667
1,1.25,75,75,0.19084
1,1.25,75,60,0.32716
1,1.25,75,45,0.41685
1,1.25,75,30,0.4951
1,1.25,75,15,0.53368
1,1.25,75,0,0.54824
1,1.25,60,75,0.16817
1,1.25,60,60,0.33136
1,1.25,60,45,0.4245
1,1.25,60,30,0.49342
1,1.25,60,15,0.53681
1,1.25,60,0,0.54668
1,1.25,45,75,0.17196
1,1.25,45,60,0.334
1,1.25,45,45,0.43178
1,1.25,45,30,0.50719
1,1.25,45,15,0.53521
1,1.25,45,0,0.54012
1,1.25,30,75,0.18204
1,1.25,30,60,0.33487
1,1.25,30,45,0.42933
1,1.25,30,30,0.50682
1,1.25,30,15,0.54349
1,1.25,30,0,0.55341
1,1.25,15,75,0.17855
1,1.25,15,60,0.33388
1,1.25,15,45,0.43235
1,1.25,15,30,0.51259
1,1.25,15,15,0.54329
1,1.25,15,0,0.56289
1,1.5,75,75,0.24906
1,1.5,75,60,0.41225
1,1.5,75,45,0.50937
1,1.5,75,30,0.60184
1,1.5,75,15,0.64743
1,1.5,75,0,0.65972
1,1.5,60,75,0.22038
1,1.5,60,60,0.4034
1,1.5,60,45,0.50365
1,1.5,60,30,0.59931
1,1.5,60,15,0.66178
1,1.5,60,0,0.67384
1,1.5,45,75,0.20665
1,1.5,45,60,0.40529
1,1.5,45,45,0.51224
1,1.5,45,30,0.61215
1,1.5,45,15,0.63936
1,1.5,45,0,0.67802
1,1.5,30,75,0.22269
1,1.5,30,60,0.42092
1,1.5,30,45,0.51171
1,1.5,30,30,0.60529
1,1.5,30,15,0.64535
1,1.5,30,0,0.67618
1,1.5,15,75,0.21546
1,1.5,15,60,0.40734
1,1.5,15,45,0.52643
1,1.5,15,30,0.60459
1,1.5,15,15,0.65074
1,1.5,15,0,0.66551
1,1.81,75,75,0.27854
1,1.81,75,60,0.48708
1,1.81,75,45,0.62013
1,1.81,75,30,0.73098
1,1.81,75,15,0.80978
1,1.81,75,0,0.81916
1,1.81,60,75,0.25872
1,1.81,60,60,0.4872
1,1.81,60,45,0.63205
1,1.81,60,30,0.72284
1,1.81,60,15,0.8126
1,1.81,60,0,0.82334
1,1.81,45,75,0.26977
1,1.81,45,60,0.4975
1,1.81,45,45,0.6405
1,1.81,45,30,0.73346
1,1.81,45,15,0.79565
1,1.81,45,0,0.82083
1,1.81,30,75,0.26342
1,1.81,30,60,0.4973
1,1.81,30,45,0.6207
1,1.81,30,30,0.7193
1,1.81,30,15,0.80338
1,1.81,30,0,0.81889
1,1.81,15,75,0.25424
1,1.81,15,60,0.48813
1,1.81,15,45,0.64889
1,1.81,15,30,0.72069
1,1.81,15,15,0.79496
1,1.81,15,0,0.81232
1,2.15,75,75,0.33099
1,2.15,75,60,0.58173
1,2.15,75,45,0.74954
1,2.15,75,30,0.91151
1,2.15,75,15,0.98681
1,2.15,75,0,0.98692
1,2.15,60,75,0.31178
1,2.15,60,60,0.58066
1,2.15,60,45,0.76922
1,2.15,60,30,0.89185
1,2.15,60,15,0.99531
1,2.15,60,0,1.02322
1,2.15,45,75,0.30037
1,2.15,45,60,0.58455
1,2.15,45,45,0.75682
1,2.15,45,30,0.90294
1,2.15,45,15,0.95387
1,2.15,45,0,1.02366
1,2.15,30,75,0.29359
1,2.15,30,60,0.58031
1,2.15,30,45,0.74881
1,2.15,30,30,0.8945
1,2.15,30,15,0.97436
1,2.15,30,0,0.9958
1,2.15,15,75,0.29792
1,2.15,15,60,0.58563
1,2.15,15,45,0.77833
1,2.15,15,30,0.89762
1,2.15,15,15,0.98169
1,2.15,15,0,0.97961
2,0.25,75,75,0.0004
2,0.25,75,60,0.00727
2,0.25,75,45,0.01242
2,0.25,75,30,0.01853
2,0.25,75,15,0.0225
2,0.25,75,0,0.0225
2,0.25,60,75,0.00007
2,0.25,60,60,0.00798
2,0.25,60,45,0.01357
2,0.25,60,30,0.0191
2,0.25,60,15,0.02218
2,0.25,60,0,0.02331
2,0.25,45,75,0.00004
2,0.25,45,60,0.00306
2,0.25,45,45,0.01138
2,0.25,45,30,0.02272
2,0.25,45,15,0.02383
2,0.25,45,0,0.02576
2,0.25,30,75,0.00001
2,0.25,30,60,0.00323
2,0.25,30,45,0.01288
2,0.25,30,30,0.0193
2,0.25,30,15,0.02774
2,0.25,30,0,0.02845
2,0.25,15,75,0
2,0.25,15,60,0.0032
2,0.25,15,45,0.01171
2,0.25,15,30,0.02072
2,0.25,15,15,0.0284
2,0.25,15,0,0.0283
2,0.5,75,75,0.02015
2,0.5,75,60,0.0784
2,0.5,75,45,0.11399
2,0.5,75,30,0.13432
2,0.5,75,15,0.13617
2,0.5,75,0,0.13428
2,0.5,60,75,0.0234
2,0.5,60,60,0.08909
2,0.5,60,45,0.12459
2,0.5,60,30,0.13789
2,0.5,60,15,0.14001
2,0.5,60,0,0.13661
2,0.5,45,75,0.01652
2,0.5,45,60,0.0737
2,0.5,45,45,0.12889
2,0.5,45,30,0.1405
2,0.5,45,15,0.14776
2,0.5,45,0,0.14369
2,0.5,30,75,0.01457
2,0.5,30,60,0.06227
2,0.5,30,45,0.11579
2,0.5,30,30,0.14563
2,0.5,30,15,0.15365
2,0.5,30,0,0.14872
2,0.5,15,75,0.01475
2,0.5,15,60,0.05006
2,0.5,15,45,0.11541
2,0.5,15,30,0.14458
2,0.5,15,15,0.15668
2,0.5,15,0,0.15632
2,1,75,75,0.15534
2,1,75,60,0.24026
2,1,75,45,0.33948
2,1,75,30,0.37604
2,1,75,15,0.38144
2,1,75,0,0.38717
2,1,60,75,0.11976
2,1,60,60,0.26232
2,1,60,45,0.35752
2,1,60,30,0.38034
2,1,60,15,0.38768
2,1,60,0,0.392
2,1,45,75,0.12721
2,1,45,60,0.25814
2,1,45,45,0.35986
2,1,45,30,0.41111
2,1,45,15,0.41014
2,1,45,0,0.39691
2,1,30,75,0.10956
2,1,30,60,0.23974
2,1,30,45,0.36257
2,1,30,30,0.43351
2,1,30,15,0.45234
2,1,30,0,0.42518
2,1,15,75,0.09847
2,1,15,60,0.2409
2,1,15,45,0.34642
2,1,15,30,0.41522
2,1,15,15,0.46186
2,1,15,0,0.47327
2,1.25,75,75,0.22384
2,1.25,75,60,0.34836
2,1.25,75,45,0.41963
2,1.25,75,30,0.47539
2,1.25,75,15,0.49691
2,1.25,75,0,0.51688
2,1.25,60,75,0.20085
2,1.25,60,60,0.36594
2,1.25,60,45,0.43875
2,1.25,60,30,0.5051
2,1.25,60,15,0.52043
2,1.25,60,0,0.51237
2,1.25,45,75,0.17308
2,1.25,45,60,0.36624
2,1.25,45,45,0.46251
2,1.25,45,30,0.53299
2,1.25,45,15,0.54107
2,1.25,45,0,0.52857
2,1.25,30,75,0.15094
2,1.25,30,60,0.35085
2,1.25,30,45,0.4474
2,1.25,30,30,0.54308
2,1.25,30,15,0.57173
2,1.25,30,0,0.55258
2,1.25,15,75,0.11669
2,1.25,15,60,0.31303
2,1.25,15,45,0.44034
2,1.25,15,30,0.53398
2,1.25,15,15,0.58029
2,1.25,15,0,0.59974
2,1.5,75,75,0.25749
2,1.5,75,60,0.41948
2,1.5,75,45,0.51853
2,1.5,75,30,0.59123
2,1.5,75,15,0.61957
2,1.5,75,0,0.62541
2,1.5,60,75,0.24031
2,1.5,60,60,0.4212
2,1.5,60,45,0.54498
2,1.5,60,30,0.60618
2,1.5,60,15,0.6239
2,1.5,60,0,0.62842
2,1.5,45,75,0.22936
2,1.5,45,60,0.428
2,1.5,45,45,0.55209
2,1.5,45,30,0.63784
2,1.5,45,15,0.6528
2,1.5,45,0,0.64912
2,1.5,30,75,0.19113
2,1.5,30,60,0.42728
2,1.5,30,45,0.5549
2,1.5,30,30,0.64605
2,1.5,30,15,0.70332
2,1.5,30,0,0.68517
2,1.5,15,75,0.17207
2,1.5,15,60,0.40216
2,1.5,15,45,0.53916
2,1.5,15,30,0.63266
2,1.5,15,15,0.69013
2,1.5,15,0,0.7218
2,1.81,75,75,0.28497
2,1.81,75,60,0.48321
2,1.81,75,45,0.61854
2,1.81,75,30,0.70523
2,1.81,75,15,0.76471
2,1.81,75,0,0.77291
2,1.81,60,75,0.29538
2,1.81,60,60,0.49331
2,1.81,60,45,0.64674
2,1.81,60,30,0.75257
2,1.81,60,15,0.77891
2,1.81,60,0,0.78605
2,1.81,45,75,0.26517
2,1.81,45,60,0.49854
2,1.81,45,45,0.64315
2,1.81,45,30,0.7649
2,1.81,45,15,0.81902
2,1.81,45,0,0.8153
2,1.81,30,75,0.22261
2,1.81,30,60,0.50577
2,1.81,30,45,0.65607
2,1.81,30,30,0.75267
2,1.81,30,15,0.83159
2,1.81,30,0,0.83304
2,1.81,15,75,0.20369
2,1.81,15,60,0.49771
2,1.81,15,45,0.65905
2,1.81,15,30,0.75455
2,1.81,15,15,0.82643
2,1.81,15,0,0.85536
2,2.15,75,75,0.30702
2,2.15,75,60,0.59224
2,2.15,75,45,0.7497
2,2.15,75,30,0.88983
2,2.15,75,15,0.94838
2,2.15,75,0,0.96814
2,2.15,60,75,0.33566
2,2.15,60,60,0.58917
2,2.15,60,45,0.78182
2,2.15,60,30,0.90786
2,2.15,60,15,0.9525
2,2.15,60,0,0.97414
2,2.15,45,75,0.31111
2,2.15,45,60,0.59289
2,2.15,45,45,0.77504
2,2.15,45,30,0.91418
2,2.15,45,15,0.99869
2,2.15,45,0,0.99862
2,2.15,30,75,0.26224
2,2.15,30,60,0.62036
2,2.15,30,45,0.77519
2,2.15,30,30,0.91315
2,2.15,30,15,0.99735
2,2.15,30,0,1.03259
2,2.15,15,75,0.23932
2,2.15,15,60,0.59787
2,2.15,15,45,0.79857
2,2.15,15,30,0.92154
2,2.15,15,15,1.00031
2,2.15,15,0,1.02329
4,0.25,75,75,0.00003
4,0.25,75,60,0.00234
4,0.25,75,45,0.00693
4,0.25,75,30,0.01235
4,0.25,75,15,0.01695
4,0.25,75,0,0.01928
4,0.25,60,75,0.00003
4,0.25,60,60,0.00434
4,0.25,60,45,0.00915
4,0.25,60,30,0.01328
4,0.25,60,15,0.01774
4,0.25,60,0,0.01989
4,0.25,45,75,0.00002
4,0.25,45,60,0.00555
4,0.25,45,45,0.01252
4,0.25,45,30,0.01963
4,0.25,45,15,0.02208
4,0.25,45,0,0.02196
4,0.25,30,75,0
4,0.25,30,60,0.00292
4,0.25,30,45,0.01023
4,0.25,30,30,0.02486
4,0.25,30,15,0.02811
4,0.25,30,0,0.02589
4,0.25,15,75,0
4,0.25,15,60,0.00227
4,0.25,15,45,0.00641
4,0.25,15,30,0.01911
4,0.25,15,15,0.03086
4,0.25,15,0,0.02937
4,0.5,75,75,0.01108
4,0.5,75,60,0.0558
4,0.5,75,45,0.10544
4,0.5,75,30,0.11814
4,0.5,75,15,0.12614
4,0.5,75,0,0.12478
4,0.5,60,75,0.00789
4,0.5,60,60,0.07246
4,0.5,60,45,0.11757
4,0.5,60,30,0.12853
4,0.5,60,15,0.13417
4,0.5,60,0,0.13026
4,0.5,45,75,0.01683
4,0.5,45,60,0.07668
4,0.5,45,45,0.12761
4,0.5,45,30,0.13476
4,0.5,45,15,0.13772
4,0.5,45,0,0.13387
4,0.5,30,75,0.01008
4,0.5,30,60,0.04223
4,0.5,30,45,0.09894
4,0.5,30,30,0.15266
4,0.5,30,15,0.14652
4,0.5,30,0,0.13621
4,0.5,15,75,0.00668
4,0.5,15,60,0.03226
4,0.5,15,45,0.08673
4,0.5,15,30,0.11706
4,0.5,15,15,0.17218
4,0.5,15,0,0.15244
4,1,75,75,0.1612
4,1,75,60,0.2303
4,1,75,45,0.30459
4,1,75,30,0.32856
4,1,75,15,0.35031
4,1,75,0,0.35853
4,1,60,75,0.14273
4,1,60,60,0.29574
4,1,60,45,0.34743
4,1,60,30,0.35894
4,1,60,15,0.37239
4,1,60,0,0.36435
4,1,45,75,0.10926
4,1,45,60,0.26303
4,1,45,45,0.3962
4,1,45,30,0.41943
4,1,45,15,0.3873
4,1,45,0,0.3769
4,1,30,75,0.06948
4,1,30,60,0.23709
4,1,30,45,0.34872
4,1,30,30,0.46441
4,1,30,15,0.46032
4,1,30,0,0.40332
4,1,15,75,0.07343
4,1,15,60,0.21743
4,1,15,45,0.32477
4,1,15,30,0.43079
4,1,15,15,0.49943
4,1,15,0,0.4644
4,1.25,75,75,0.20575
4,1.25,75,60,0.34951
4,1.25,75,45,0.40858
4,1.25,75,30,0.44225
4,1.25,75,15,0.46395
4,1.25,75,0,0.4795
4,1.25,60,75,0.20407
4,1.25,60,60,0.36664
4,1.25,60,45,0.45249
4,1.25,60,30,0.47828
4,1.25,60,15,0.48146
4,1.25,60,0,0.47774
4,1.25,45,75,0.16823
4,1.25,45,60,0.38363
4,1.25,45,45,0.49544
4,1.25,45,30,0.5449
4,1.25,45,15,0.525
4,1.25,45,0,0.49878
4,1.25,30,75,0.1109
4,1.25,30,60,0.33207
4,1.25,30,45,0.47794
4,1.25,30,30,0.58341
4,1.25,30,15,0.62548
4,1.25,30,0,0.53585
4,1.25,15,75,0.09714
4,1.25,15,60,0.27554
4,1.25,15,45,0.43197
4,1.25,15,30,0.55351
4,1.25,15,15,0.62857
4,1.25,15,0,0.63356
4,1.5,75,75,0.22244
4,1.5,75,60,0.40157
4,1.5,75,45,0.49415
4,1.5,75,30,0.55413
4,1.5,75,15,0.5824
4,1.5,75,0,0.58575
4,1.5,60,75,0.2412
4,1.5,60,60,0.45146
4,1.5,60,45,0.54897
4,1.5,60,30,0.58136
4,1.5,60,15,0.5885
4,1.5,60,0,0.59357
4,1.5,45,75,0.21805
4,1.5,45,60,0.43815
4,1.5,45,45,0.58909
4,1.5,45,30,0.66183
4,1.5,45,15,0.64101
4,1.5,45,0,0.61382
4,1.5,30,75,0.16336
4,1.5,30,60,0.43263
4,1.5,30,45,0.57709
4,1.5,30,30,0.67824
4,1.5,30,15,0.72178
4,1.5,30,0,0.67868
4,1.5,15,75,0.11212
4,1.5,15,60,0.36464
4,1.5,15,45,0.54165
4,1.5,15,30,0.66962
4,1.5,15,15,0.75388
4,1.5,15,0,0.76062
4,1.81,75,75,0.28974
4,1.81,75,60,0.51397
4,1.81,75,45,0.6097
4,1.81,75,30,0.66622
4,1.81,75,15,0.69577
4,1.81,75,0,0.73958
4,1.81,60,75,0.29694
4,1.81,60,60,0.54573
4,1.81,60,45,0.66422
4,1.81,60,30,0.72915
4,1.81,60,15,0.7428
4,1.81,60,0,0.73669
4,1.81,45,75,0.26479
4,1.81,45,60,0.523
4,1.81,45,45,0.69254
4,1.81,45,30,0.78544
4,1.81,45,15,0.78217
4,1.81,45,0,0.7856
4,1.81,30,75,0.18586
4,1.81,30,60,0.52632
4,1.81,30,45,0.68397
4,1.81,30,30,0.79988
4,1.81,30,15,0.87511
4,1.81,30,0,0.82649
4,1.81,15,75,0.15767
4,1.81,15,60,0.47478
4,1.81,15,45,0.66016
4,1.81,15,30,0.80771
4,1.81,15,15,0.87437
4,1.81,15,0,0.89461
4,2.15,75,75,0.38838
4,2.15,75,60,0.61711
4,2.15,75,45,0.73982
4,2.15,75,30,0.84202
4,2.15,75,15,0.90763
4,2.15,75,0,0.97645
4,2.15,60,75,0.36083
4,2.15,60,60,0.65209
4,2.15,60,45,0.79759
4,2.15,60,30,0.88845
4,2.15,60,15,0.93454
4,2.15,60,0,0.92991
4,2.15,45,75,0.31934
4,2.15,45,60,0.63776
4,2.15,45,45,0.80265
4,2.15,45,30,0.94853
4,2.15,45,15,0.99809
4,2.15,45,0,0.97753
4,2.15,30,75,0.2389
4,2.15,30,60,0.65662
4,2.15,30,45,0.80903
4,2.15,30,30,0.94346
4,2.15,30,15,1.04654
4,2.15,30,0,1.04027
4,2.15,15,75,0.19064
4,2.15,15,60,0.59692
4,2.15,15,45,0.82183
4,2.15,15,30,0.95881
4,2.15,15,15,1.02985
4,2.15,15,0,1.103
